127.0.0.1, 2017-01-30 18:49:22, GET, /, HTTP/1.1, 303, 0.009901
127.0.0.1, 2017-01-30 19:35:08, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.118244
127.0.0.1, 2017-01-30 19:35:08, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.093938
127.0.0.1, 2017-01-30 19:35:09, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.092221
127.0.0.1, 2017-01-30 19:35:22, GET, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.053063
127.0.0.1, 2017-01-30 19:35:34, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.052833
127.0.0.1, 2017-01-30 19:35:44, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.058296
127.0.0.1, 2017-01-30 19:35:46, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.110561
127.0.0.1, 2017-01-30 19:36:03, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.122200
127.0.0.1, 2017-01-30 19:36:03, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.341815
127.0.0.1, 2017-01-30 19:36:30, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.137696
127.0.0.1, 2017-01-30 19:36:30, GET, /CuisineArena/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.008692
127.0.0.1, 2017-01-30 19:36:30, GET, /CuisineArena/static/css/web2py-bootstrap3.css, HTTP/1.1, 200, 0.014499
127.0.0.1, 2017-01-30 19:36:30, GET, /CuisineArena/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 200, 0.013275
127.0.0.1, 2017-01-30 19:36:30, GET, /CuisineArena/static/js/jquery.js, HTTP/1.1, 200, 0.004110
127.0.0.1, 2017-01-30 19:36:30, GET, /CuisineArena/static/css/calendar.css, HTTP/1.1, 200, 0.016310
127.0.0.1, 2017-01-30 19:36:30, GET, /CuisineArena/static/js/calendar.js, HTTP/1.1, 200, 0.063549
127.0.0.1, 2017-01-30 19:36:30, GET, /CuisineArena/static/js/web2py.js, HTTP/1.1, 200, 0.021780
127.0.0.1, 2017-01-30 19:36:30, GET, /CuisineArena/static/js/web2py-bootstrap3.js, HTTP/1.1, 200, 0.015276
127.0.0.1, 2017-01-30 19:36:30, GET, /CuisineArena/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.019171
127.0.0.1, 2017-01-30 19:36:30, GET, /CuisineArena/static/js/share.js, HTTP/1.1, 200, 0.006341
127.0.0.1, 2017-01-30 19:36:31, GET, /CuisineArena/static/images/twitter.png, HTTP/1.1, 200, 0.004248
127.0.0.1, 2017-01-30 19:36:31, GET, /CuisineArena/static/images/facebook.png, HTTP/1.1, 200, 0.002719
127.0.0.1, 2017-01-30 19:36:31, GET, /CuisineArena/static/images/gplus-32.png, HTTP/1.1, 200, 0.003536
127.0.0.1, 2017-01-30 19:36:31, GET, /CuisineArena/static/images/favicon.ico, HTTP/1.1, 200, 0.127302
127.0.0.1, 2017-01-30 19:36:43, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.084206
127.0.0.1, 2017-01-30 19:36:45, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.050688
127.0.0.1, 2017-01-30 19:36:45, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.068593
127.0.0.1, 2017-01-30 19:36:46, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.050543
127.0.0.1, 2017-01-30 19:36:46, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.095592
127.0.0.1, 2017-01-30 19:36:47, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.050455
127.0.0.1, 2017-01-30 19:36:52, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.130382
127.0.0.1, 2017-01-30 19:36:54, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.099632
127.0.0.1, 2017-01-30 19:37:03, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.134427
127.0.0.1, 2017-01-30 19:37:03, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.356767
127.0.0.1, 2017-01-30 19:37:15, GET, /admin/default/edit/CuisineArena/controllers/welcome.py, HTTP/1.1, 200, 0.076961
127.0.0.1, 2017-01-30 19:37:15, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.041252
127.0.0.1, 2017-01-30 19:37:17, GET, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.049577
127.0.0.1, 2017-01-30 19:37:33, POST, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.061066
127.0.0.1, 2017-01-30 19:37:39, POST, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.049874
127.0.0.1, 2017-01-30 19:37:43, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.131747
127.0.0.1, 2017-01-30 19:37:46, POST, /CuisineArena/results/results/restaurant, HTTP/1.1, 404, 0.052337
127.0.0.1, 2017-01-30 19:37:51, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.050797
127.0.0.1, 2017-01-30 19:37:53, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.054828
127.0.0.1, 2017-01-30 19:37:53, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.076289
127.0.0.1, 2017-01-30 19:37:54, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.047742
127.0.0.1, 2017-01-30 19:38:03, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.189138
127.0.0.1, 2017-01-30 19:38:03, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.451722
127.0.0.1, 2017-01-30 19:38:08, POST, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.062035
127.0.0.1, 2017-01-30 19:38:18, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.103805
127.0.0.1, 2017-01-30 19:39:03, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.118568
127.0.0.1, 2017-01-30 19:39:03, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.311645
127.0.0.1, 2017-01-30 19:40:04, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.115478
127.0.0.1, 2017-01-30 19:40:04, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.300638
127.0.0.1, 2017-01-30 19:41:04, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.129375
127.0.0.1, 2017-01-30 19:41:04, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.352252
127.0.0.1, 2017-01-30 19:41:56, GET, /admin/default/site, HTTP/1.1, 200, 0.137810
127.0.0.1, 2017-01-30 19:41:58, GET, /CuisineArena/default/index, HTTP/1.1, 404, 0.081376
127.0.0.1, 2017-01-30 19:42:05, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.127597
127.0.0.1, 2017-01-30 19:42:06, GET, /admin/default/design/CuisineArena, HTTP/1.1, 200, 0.652279
127.0.0.1, 2017-01-30 19:42:06, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.864685
127.0.0.1, 2017-01-30 19:43:01, POST, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.081257
127.0.0.1, 2017-01-30 19:43:05, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.122496
127.0.0.1, 2017-01-30 19:43:06, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.520335
127.0.0.1, 2017-01-30 19:43:17, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.081583
127.0.0.1, 2017-01-30 19:43:17, POST, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.051295
127.0.0.1, 2017-01-30 19:43:19, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.122269
127.0.0.1, 2017-01-30 19:43:22, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.070556
127.0.0.1, 2017-01-30 19:43:22, GET, /favicon.ico, HTTP/1.1, 400, 0.001339
127.0.0.1, 2017-01-30 19:43:49, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.073632
127.0.0.1, 2017-01-30 19:43:49, GET, /favicon.ico, HTTP/1.1, 400, 0.005631
127.0.0.1, 2017-01-30 19:43:53, GET, /CuisineArena/results/restaurant.html, HTTP/1.1, 200, 0.048397
127.0.0.1, 2017-01-30 19:43:54, GET, /favicon.ico, HTTP/1.1, 400, 0.002187
127.0.0.1, 2017-01-30 19:43:59, GET, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.081369
127.0.0.1, 2017-01-30 19:44:05, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.121077
127.0.0.1, 2017-01-30 19:44:06, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.412660
127.0.0.1, 2017-01-30 19:44:07, GET, /CuisineArena/welcome/landingpage, HTTP/1.1, 200, 0.152408
127.0.0.1, 2017-01-30 19:44:16, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.051413
127.0.0.1, 2017-01-30 19:44:17, GET, /favicon.ico, HTTP/1.1, 400, 0.001059
127.0.0.1, 2017-01-30 19:44:24, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.068179
127.0.0.1, 2017-01-30 19:44:25, GET, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.065648
127.0.0.1, 2017-01-30 19:44:47, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.058274
127.0.0.1, 2017-01-30 19:44:51, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.076508
127.0.0.1, 2017-01-30 19:44:52, GET, /favicon.ico, HTTP/1.1, 400, 0.001739
127.0.0.1, 2017-01-30 19:45:03, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.055575
127.0.0.1, 2017-01-30 19:45:05, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.144158
127.0.0.1, 2017-01-30 19:45:06, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.474498
127.0.0.1, 2017-01-30 19:45:06, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.110696
127.0.0.1, 2017-01-30 19:45:10, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.116847
127.0.0.1, 2017-01-30 19:45:12, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.094009
127.0.0.1, 2017-01-30 19:46:05, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.124120
127.0.0.1, 2017-01-30 19:46:06, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.404376
127.0.0.1, 2017-01-30 19:46:17, GET, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.123972
127.0.0.1, 2017-01-30 19:46:17, GET, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.235194
127.0.0.1, 2017-01-30 19:46:17, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.288052
127.0.0.1, 2017-01-30 19:46:18, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.520097
127.0.0.1, 2017-01-30 19:46:18, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.588267
127.0.0.1, 2017-01-30 19:46:18, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.360664
127.0.0.1, 2017-01-30 19:46:18, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.824578
127.0.0.1, 2017-01-30 19:46:25, GET, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.057631
127.0.0.1, 2017-01-30 19:46:27, GET, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.059624
127.0.0.1, 2017-01-30 19:46:27, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.041645
127.0.0.1, 2017-01-30 19:46:29, GET, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.057284
127.0.0.1, 2017-01-30 19:46:42, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.252505
127.0.0.1, 2017-01-30 19:47:00, GET, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.061393
127.0.0.1, 2017-01-30 19:47:05, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.094771
127.0.0.1, 2017-01-30 19:47:06, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.331613
127.0.0.1, 2017-01-30 19:47:13, POST, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.055560
127.0.0.1, 2017-01-30 19:47:17, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.107109
127.0.0.1, 2017-01-30 19:47:18, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.415180
127.0.0.1, 2017-01-30 19:47:30, GET, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.066364
127.0.0.1, 2017-01-30 19:47:30, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.037859
127.0.0.1, 2017-01-30 19:47:37, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.057041
127.0.0.1, 2017-01-30 19:47:44, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.128624
127.0.0.1, 2017-01-30 19:47:46, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.129553
127.0.0.1, 2017-01-30 19:48:12, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.231463
127.0.0.1, 2017-01-30 19:48:12, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.474059
127.0.0.1, 2017-01-30 19:48:17, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.084956
127.0.0.1, 2017-01-30 19:48:17, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.315806
127.0.0.1, 2017-01-30 19:48:30, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.062935
127.0.0.1, 2017-01-30 19:48:34, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.061215
127.0.0.1, 2017-01-30 19:48:47, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.040460
127.0.0.1, 2017-01-30 19:48:49, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.063072
127.0.0.1, 2017-01-30 19:48:58, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.062697
127.0.0.1, 2017-01-30 19:49:11, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.121229
127.0.0.1, 2017-01-30 19:49:12, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.434429
127.0.0.1, 2017-01-30 19:49:20, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.098871
127.0.0.1, 2017-01-30 19:49:21, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.397151
127.0.0.1, 2017-01-30 19:49:24, POST, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.050339
127.0.0.1, 2017-01-30 19:49:35, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.099405
127.0.0.1, 2017-01-30 19:49:43, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.105106
127.0.0.1, 2017-01-30 19:49:51, GET, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.065370
127.0.0.1, 2017-01-30 19:50:11, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.110630
127.0.0.1, 2017-01-30 19:50:12, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.356326
127.0.0.1, 2017-01-30 19:50:24, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.111858
127.0.0.1, 2017-01-30 19:50:24, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.354502
127.0.0.1, 2017-01-30 19:50:25, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.072618
127.0.0.1, 2017-01-30 19:50:27, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.107843
127.0.0.1, 2017-01-30 19:50:48, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.082753
127.0.0.1, 2017-01-30 19:50:51, GET, /CuisineArena/results/restaurant, HTTP/1.1, 500, 1.040088
127.0.0.1, 2017-01-30 19:50:51, GET, /favicon.ico, HTTP/1.1, 400, 0.001125
127.0.0.1, 2017-01-30 19:51:01, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.049060
127.0.0.1, 2017-01-30 19:51:03, GET, /CuisineArena/results/restaurant, HTTP/1.1, 500, 0.444524
127.0.0.1, 2017-01-30 19:51:04, GET, /favicon.ico, HTTP/1.1, 400, 0.001209
127.0.0.1, 2017-01-30 19:51:10, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.044248
127.0.0.1, 2017-01-30 19:51:11, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.135781
127.0.0.1, 2017-01-30 19:51:12, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.425176
127.0.0.1, 2017-01-30 19:51:12, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.889298
127.0.0.1, 2017-01-30 19:51:52, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.223349
127.0.0.1, 2017-01-30 19:51:52, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.608647
127.0.0.1, 2017-01-30 19:51:55, GET, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.059499
127.0.0.1, 2017-01-30 19:52:11, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.090505
127.0.0.1, 2017-01-30 19:52:12, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.365095
127.0.0.1, 2017-01-30 19:52:23, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.059509
127.0.0.1, 2017-01-30 19:52:40, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.053626
127.0.0.1, 2017-01-30 19:52:40, GET, /admin/default/resolve/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.137379
127.0.0.1, 2017-01-30 19:52:48, POST, /admin/default/resolve/CuisineArena/views/results/restaurant.html, HTTP/1.1, 303, 0.048336
127.0.0.1, 2017-01-30 19:52:48, GET, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.162310
127.0.0.1, 2017-01-30 19:52:48, GET, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.238709
127.0.0.1, 2017-01-30 19:52:48, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.337781
127.0.0.1, 2017-01-30 19:52:49, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.512397
127.0.0.1, 2017-01-30 19:52:49, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.619573
127.0.0.1, 2017-01-30 19:52:49, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.334256
127.0.0.1, 2017-01-30 19:52:49, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.795828
127.0.0.1, 2017-01-30 19:52:54, GET, /CuisineArena/results/restaurant, HTTP/1.1, 500, 0.363202
127.0.0.1, 2017-01-30 19:52:55, GET, /favicon.ico, HTTP/1.1, 400, 0.000530
127.0.0.1, 2017-01-30 19:53:06, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.040803
127.0.0.1, 2017-01-30 19:53:08, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.107077
127.0.0.1, 2017-01-30 19:53:45, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.052485
127.0.0.1, 2017-01-30 19:53:47, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.094368
127.0.0.1, 2017-01-30 19:53:48, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.112254
127.0.0.1, 2017-01-30 19:53:49, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.409227
127.0.0.1, 2017-01-30 19:53:50, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.132100
127.0.0.1, 2017-01-30 19:53:52, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.091340
127.0.0.1, 2017-01-30 19:53:54, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.093536
127.0.0.1, 2017-01-30 19:53:57, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.087993
127.0.0.1, 2017-01-30 19:53:59, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.090128
127.0.0.1, 2017-01-30 19:54:01, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.103807
127.0.0.1, 2017-01-30 19:54:04, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.094758
127.0.0.1, 2017-01-30 19:54:18, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.065754
127.0.0.1, 2017-01-30 19:54:20, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.096874
127.0.0.1, 2017-01-30 19:54:33, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.069212
127.0.0.1, 2017-01-30 19:54:36, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.140683
127.0.0.1, 2017-01-30 19:54:48, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.106001
127.0.0.1, 2017-01-30 19:54:48, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.305510
127.0.0.1, 2017-01-30 19:55:48, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.197240
127.0.0.1, 2017-01-30 19:55:49, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.508448
127.0.0.1, 2017-01-30 19:56:00, POST, /admin/default/edit/CuisineArena/views/results/restaurant.html, HTTP/1.1, 200, 0.057797
127.0.0.1, 2017-01-30 19:56:05, GET, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.060540
127.0.0.1, 2017-01-30 19:56:05, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.035192
127.0.0.1, 2017-01-30 19:56:22, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.209387
127.0.0.1, 2017-01-30 19:56:28, GET, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.066111
127.0.0.1, 2017-01-30 19:56:28, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.039288
127.0.0.1, 2017-01-30 19:56:42, POST, /admin/default/edit/CuisineArena/views/results/list.html, HTTP/1.1, 200, 0.069998
127.0.0.1, 2017-01-30 19:56:48, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.106169
127.0.0.1, 2017-01-30 19:56:49, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.403113
127.0.0.1, 2017-01-30 19:57:25, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.144245
127.0.0.1, 2017-01-30 19:57:34, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.141293
127.0.0.1, 2017-01-30 19:57:36, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.095727
127.0.0.1, 2017-01-30 19:57:39, GET, /CuisineArena/results/restaurant, HTTP/1.1, 200, 0.100217
127.0.0.1, 2017-01-30 19:57:41, GET, /CuisineArena/results/list, HTTP/1.1, 200, 0.103170
127.0.0.1, 2017-01-30 19:57:48, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.207219
127.0.0.1, 2017-01-30 19:57:49, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.496316
127.0.0.1, 2017-01-30 19:58:47, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.075853
127.0.0.1, 2017-01-30 19:58:49, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.294725
127.0.0.1, 2017-01-30 19:58:49, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.072395
127.0.0.1, 2017-01-30 19:59:29, POST, /admin/default/edit/CuisineArena/controllers/results.py, HTTP/1.1, 200, 0.064702
127.0.0.1, 2017-01-30 19:59:48, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.111328
127.0.0.1, 2017-01-30 19:59:49, GET, /CuisineArena/appadmin/hooks, HTTP/1.1, 200, 0.337625
